id,cname,mname,sname,date,svolume,mount,price
34,蔬果,水果,梨类,20230101,1.518,24.22728,15.96
34,蔬果,蔬菜,花果,20230101,1.028,2.65224,2.58
34,文体,学生用品,修正液/带,20230101,1,4.7,4.7
34,日配,蛋类,新鲜蛋品,20230101,1.014,6.87492,6.78
37,蔬果,水果,苹果类,20230101,0.858,10.27884,11.98
37,蔬果,水果,蕉类,20230101,0.641,3.82036,5.96
37,酒饮,乳饮料,乳酸菌饮料,20230101,1,5.5,5.5
37,休闲,即食熟制品,其他即食熟制品,20230101,1,2.7,2.7
37,酒饮,啤酒,国产黄啤,20230101,4,10,2.5
38,蔬果,水果,进口水果,20230101,0.266,4.2294,15.9
38,蔬果,水果,柑桔柚类,20230101,0.366,2.92068,7.98
38,蔬果,水果,苹果类,20230101,0.698,12.4244,17.8
38,蔬果,水果,苹果类,20230101,0.752,13.3856,17.8
38,蔬果,水果,柑桔柚类,20230101,0.439,4.39,10
39,蔬果,蔬菜,花果,20230101,0.786,1.4148,1.8
39,粮油,盐/糖,功能盐,20230101,1,2.8,2.8
39,蔬果,水果,蕉类,20230101,0.871,5.19116,5.96
39,粮油,酱菜类,蔬菜,20230101,1,2.7,2.7
40,日配,冷藏乳品,冷藏原味鲜乳,20230101,1,12.8,12.8
44,粮油,袋装速食面,干脆面,20230101,1,0.5,0.5
44,粮油,袋装速食面,干脆面,20230101,1,0.5,0.5
44,蔬果,蔬菜,根茎,20230101,0.452,1.808,4
44,蔬果,蔬菜,花果,20230101,0.456,4.54176,9.96
44,肉禽,猪肉,鲜猪肉,20230101,0.27,8.046,29.8
44,休闲,饼干,粗粮/蔬菜,20230101,1,1.5,1.5
44,粮油,袋装速食面,牛肉口味,20230101,1,2.5,2.5
44,粮油,袋装速食面,干脆面,20230101,1,0.5,0.5
44,蔬果,蔬菜,鲜调味,20230101,0.44,2.8864,6.56
44,休闲,糕点,散称糕点,20230101,0.086,2.7348,31.8
44,洗化,纸制品,软抽纸巾,20230101,1,19.9,19.9
46,蔬果,水果,苹果类,20230101,1.776,8.84448,4.98
46,蔬果,水果,柑桔柚类,20230101,2.018,4.036,2
46,蔬果,水果,进口水果,20230101,1.353,23.8128,17.6
46,蔬果,水果,柑桔柚类,20230101,1.32,19.7868,14.99
46,蔬果,水果,柑桔柚类,20230101,1.406,21.07594,14.99
47,蔬果,水果,柑桔柚类,20230101,0.286,2.86,10
47,日配,蛋类,新鲜蛋品,20230101,1.084,21.4632,19.8
47,蔬果,蔬菜,叶菜,20230101,0.416,1.06496,2.56
47,日配,冷藏乳品,冷藏果粒酸乳,20230101,3,26.7,8.9
47,蔬果,蔬菜,花果,20230101,0.39,0.7722,1.98
49,蔬果,蔬菜,花果,20230101,0.902,8.98392,9.96
49,蔬果,蔬菜,根茎,20230101,0.626,2.47896,3.96
49,蔬果,水果,进口水果,20230101,0.456,7.2504,15.9
49,蔬果,水果,苹果类,20230101,1.108,13.27384,11.98
51,洗化,卫生巾,夜用卫生巾,20230101,1,8.9,8.9
51,洗化,卫生巾,卫生护垫,20230101,1,11.9,11.9
51,休闲,膨化点心,袋装薯片,20230101,1,3.9,3.9
51,休闲,巧克力,夹心巧克力,20230101,1,5.3,5.3
51,洗化,卫生巾,夜用卫生巾,20230101,1,9.9,9.9
51,酒饮,纯果汁,其他纯果汁,20230101,1,4,4
51,洗化,卫生巾,夜用卫生巾,20230101,1,8.7,8.7
52,休闲,蜜饯,梅,20230101,1,5.5,5.5
52,粮油,南北干货,红枣,20230101,0.308,11.6424,37.8
52,休闲,饼干,威化,20230101,0.144,2.8512,19.8
52,休闲,糕点,散称糕点,20230101,0.144,3.7152,25.8
55,洗化,纸制品,无芯纸,20230101,1,1.7,1.7
55,洗化,卫生巾,夜用卫生巾,20230101,1,8.7,8.7
55,洗化,洗衣用品,洗衣粉,20230101,1,19.9,19.9
56,休闲,饼干,威化,20230101,1,8.7,8.7
56,蔬果,水果,蕉类,20230101,1.878,18.74244,9.98
56,粮油,酱菜类,蔬菜,20230101,1,8.2,8.2
56,休闲,糕点,散称糕点,20230101,0.372,5.8776,15.8
57,日配,冷藏乳品,冷藏果粒酸乳,20230101,1,11.8,11.8
57,休闲,饼干,夹心,20230101,1,6.9,6.9
57,休闲,饼干,夹心,20230101,1,6.9,6.9
57,洗化,纸制品,无芯纸,20230101,1,24.9,24.9
57,洗化,纸制品,无芯纸,20230101,1,6.9,6.9
57,冲调,咖啡,咖啡,20230101,1,9.9,9.9
58,蔬果,蔬菜,其它蔬菜,20230101,4,8,2
58,蔬果,蔬菜,叶菜,20230101,0.652,3.912,6
58,日配,冷冻点心,冷冻年糕,20230101,1,6.7,6.7
58,日配,冷冻火锅类,火锅丸类,20230101,0.398,12.9748,32.6
58,针织,毯子,双人电热毯,20230101,1,69,69
60,粮油,调味料,香辛粉,20230101,1,3.9,3.9
60,休闲,炒货,香瓜子,20230101,1,5.9,5.9
60,粮油,调味料,香辛粉,20230101,1,2,2
60,蔬果,蔬菜,芽菜,20230101,0.443,1.23154,2.78
61,熟食,现制中式面点,现制蒸类,20230101,0.465,2.79,6
62,蔬果,水果,苹果类,20230101,1.868,33.2504,17.8
3,蔬果,加工豆类,豆腐,20230102,2,3,1.5
3,休闲,炒货,香瓜子,20230102,0.33,4.554,13.8
3,休闲,糖果,其他糖果,20230102,0.13,9.23,71
3,休闲,巧克力,其他巧克力,20230102,0.172,6.5016,37.8
12,蔬果,蔬菜,根茎,20230102,0.21,11.76,56
12,粮油,液体调料,凉拌酱油,20230102,5,6.5,1.3
12,蔬果,蔬菜,根茎,20230102,0.704,4.61824,6.56
12,蔬果,蔬菜,叶菜,20230102,0.666,4.36896,6.56
12,粮油,南北干货,蔬菜,20230102,0.346,6.8508,19.8
34,蔬果,水果,柑桔柚类,20230102,0.716,1.432,2
34,洗化,纸制品,无芯纸,20230102,1,24.9,24.9
34,休闲,蜜饯,葡萄干,20230102,1,11.9,11.9
56,粮油,煮食面/粉,杂粮挂面,20230102,2,13.8,6.9
64,蔬果,水果,其它水果,20230102,0.536,16.08,30
64,休闲,糕点,沙琪玛,20230102,1,14.3,14.3
64,蔬果,水果,蕉类,20230102,2.266,13.50536,5.96
68,肉禽,猪肉,鲜猪肉,20230102,0.77,22.946,29.8
68,蔬果,蔬菜,菌菇类,20230102,0.5,3.28,6.56
68,日配,常温肉制品,猪肉火腿肠,20230102,1,16.3,16.3
68,酒饮,进口酒,预调酒,20230102,1,10.5,10.5
68,粮油,袋装速食面组,牛肉口味,20230102,1,22.5,22.5
68,冲调,冲调食品,麦片/粉,20230102,1,13.9,13.9
68,休闲,膨化点心,袋装薯片,20230102,1,5.9,5.9
68,粮油,桶杯装速食面,牛肉口味,20230102,1,3.7,3.7
68,休闲,膨化点心,袋装薯片,20230102,1,7.5,7.5
68,蔬果,蔬菜,叶菜,20230102,1.025,2.624,2.56
68,蔬果,蔬菜,花果,20230102,0.537,1.38546,2.58
68,休闲,糖果,软糖,20230102,1,2,2
68,蔬果,蔬菜,菌菇类,20230102,0.298,2.682,9
68,粮油,袋装速食面,牛肉口味,20230102,1,3,3
68,日配,冷藏乳品,冷藏原味酸乳,20230102,1,11.9,11.9
68,蔬果,蔬菜,花果,20230102,0.39,0.7722,1.98
68,粮油,调味酱,色拉酱,20230102,1,15.9,15.9
70,蔬果,蔬菜,菌菇类,20230102,0.198,1.29888,6.56
70,粮油,桶杯装速食面,牛肉口味,20230102,1,5.5,5.5
70,文体,学生用品,修正液/带,20230102,1,1.7,1.7
70,文体,胶水胶带,固体胶,20230102,1,1.3,1.3
70,粮油,桶杯装速食面,牛肉口味,20230102,1,3,3
70,蔬果,蔬菜,花果,20230102,0.292,2.2776,7.8
70,蔬果,蔬菜,菌菇类,20230102,0.116,1.044,9
70,文体,学生用品,剪刀美工刀,20230102,2,1,0.5
70,日配,冷冻火锅类,火锅丸类,20230102,0.534,17.4084,32.6
70,蔬果,蔬菜,叶菜,20230102,0.182,1.0192,5.6
70,蔬果,蔬菜,根茎,20230102,0.454,1.7252,3.8
71,蔬果,蔬菜,芽菜,20230102,0.556,0.82288,1.48
71,蔬果,加工豆类,豆腐,20230102,0.565,1.6724,2.96
71,蔬果,水果,蕉类,20230102,1.184,11.81632,9.98
71,粮油,五谷杂粮,杂粮,20230102,0.906,14.3148,15.8
71,蔬果,水果,梨类,20230102,1.088,3.45984,3.18
71,蔬果,蔬菜,其它蔬菜,20230102,4,8,2
71,粮油,南北干货,红枣,20230102,0.35,13.23,37.8
72,熟食,凉拌熟食,凉拌素食,20230102,0.546,10.92,20
72,蔬果,蔬菜,菌菇类,20230102,1,5.8,5.8
72,肉禽,猪肉,猪骨,20230102,1.41,58.938,41.8
72,蔬果,蔬菜,花果,20230102,0.82,1.476,1.8
72,蔬果,蔬菜,菌菇类,20230102,1,30,30
72,肉禽,猪肉,鲜猪肉,20230102,0.42,11.676,27.8
72,蔬果,蔬菜,花果,20230102,0.752,1.2032,1.6
73,洗化,纸制品,软抽纸巾,20230102,1,8.9,8.9
73,洗化,纸制品,软抽纸巾,20230102,1,9.7,9.7
73,酒饮,果汁饮料,植物蛋白饮料,20230102,1,4.9,4.9
74,日配,冷藏肉制品,其它肠类,20230102,1,12.9,12.9
74,休闲,口香糖,无糖口香糖,20230102,1,10.9,10.9
74,休闲,口香糖,无糖口香糖,20230102,1,16,16
74,日配,常温肉制品,猪肉火腿肠,20230102,1,16.3,16.3
74,日配,冷藏乳品,冷藏营养酸乳,20230102,1,11.9,11.9
74,蔬果,蔬菜,根茎,20230102,0.296,2.3088,7.8
74,休闲,口香糖,有糖口香糖,20230102,1,10.9,10.9
74,洗化,口腔卫生用品,成人牙膏,20230102,1,18.9,18.9
74,粮油,液体调料,白醋,20230102,1,5.9,5.9
75,蔬果,蔬菜,花果,20230102,0.69,6.8724,9.96
75,蔬果,蔬菜,花果,20230102,0.646,3.7468,5.8
75,肉禽,鸡产品,分割鸡件,20230102,0.418,7.942,19
76,休闲,蜜饯,山楂,20230102,1,7.5,7.5
76,粮油,液体调料,老抽酱油,20230102,1,7.9,7.9
76,粮油,液体调料,凉拌酱油,20230102,1,6.9,6.9
76,洗化,卫生巾,夜用卫生巾,20230102,1,5.7,5.7
76,粮油,罐头,八宝粥,20230102,1,3.2,3.2
76,粮油,盐/糖,功能盐,20230102,1,2.3,2.3
76,洗化,卫生巾,夜用卫生巾,20230102,1,8.9,8.9
76,休闲,蜜饯,枣,20230102,1,3.7,3.7
76,粮油,调味料,鸡精,20230102,1,7.3,7.3
78,家居,打扫用品,手套,20230102,1,8,8
78,洗化,洗护发用品,染发用品,20230102,1,108,108
81,蔬果,蔬菜,花果,20230102,1.638,9.5004,5.8
84,日配,冷冻点心,冷冻面食,20230102,1,10.3,10.3
84,蔬果,蔬菜,花果,20230102,0.914,2.88824,3.16
84,肉禽,猪肉,鲜猪肉,20230102,0.28,7.784,27.8
84,日配,蛋类,新鲜蛋品,20230102,0.818,5.54604,6.78
87,休闲,炒货,香瓜子,20230102,1,3,3
87,粮油,食用油,山茶油/野茶油,20230102,1,87.9,87.9
87,粮油,液体调料,香醋,20230102,1,1.3,1.3
87,粮油,液体调料,白醋,20230102,1,2.9,2.9
87,蔬果,蔬菜,叶菜,20230102,0.23,1.334,5.8
87,蔬果,蔬菜,菌菇类,20230102,0.14,2.52,18
87,休闲,炒货,西瓜子,20230102,1,8.5,8.5
88,蔬果,水果,进口水果,20230102,0.598,10.5248,17.6
88,休闲,饼干,简装/压缩,20230102,0.182,3.6036,19.8
88,蔬果,水果,其它水果,20230102,0.596,13.708,23
88,蔬果,水果,柑桔柚类,20230102,0.515,4.1097,7.98
88,休闲,饼干,简装/压缩,20230102,0.212,4.1976,19.8
90,休闲,口香糖,有糖口香糖,20230102,1,9.7,9.7
90,粮油,南北干货,干果,20230102,1,22.3,22.3
90,洗化,洗浴用品,香皂,20230102,1,4.9,4.9
90,休闲,糕点,蛋卷,20230102,1,4.5,4.5
90,洗化,纸制品,平板纸,20230102,1,5.9,5.9
90,日配,冷冻水饺,其它水饺,20230102,1,10.3,10.3
90,冲调,奶粉,营养奶粉,20230102,1,20.9,20.9
90,酒饮,果汁饮料,植物蛋白饮料,20230102,1,3.9,3.9
90,粮油,五谷杂粮,杂粮,20230102,0.546,7.5348,13.8
90,休闲,饼干,钙奶,20230102,1,3.9,3.9
90,洗化,纸制品,平板纸,20230102,1,3.9,3.9
90,粮油,罐头,肉类罐头,20230102,1,19.9,19.9
90,休闲,饼干,趣味/休闲,20230102,1,4.5,4.5
90,休闲,糕点,蛋卷,20230102,1,4.5,4.5
90,休闲,饼干,威化,20230102,1,14.9,14.9
90,酒饮,果汁饮料,植物蛋白饮料,20230102,1,5,5
90,日配,冷冻汤圆,其它汤圆,20230102,1,14.3,14.3
90,酒饮,乳饮料,纯味酸乳饮,20230102,1,4.9,4.9
91,蔬果,蔬菜,菌菇类,20230102,1,5.5,5.5
91,日配,蛋类,新鲜蛋品,20230102,0.914,6.19692,6.78
91,蔬果,蔬菜,根茎,20230102,1.297,2.3346,1.8
91,蔬果,蔬菜,根茎,20230102,0.81,6.156,7.6
91,蔬果,蔬菜,叶菜,20230102,1,4.98,4.98
92,蔬果,水果,其它水果,20230102,0.93,9.2814,9.98
92,蔬果,水果,梨类,20230102,2.152,34.34592,15.96
92,蔬果,水果,进口水果,20230102,1.19,20.944,17.6
92,蔬果,水果,其它水果,20230102,0.973,22.379,23
93,蔬果,蔬菜,根茎,20230102,1.006,2.57536,2.56
93,蔬果,水果,苹果类,20230102,1.212,14.51976,11.98
93,蔬果,蔬菜,根茎,20230102,0.986,5.48216,5.56
93,粮油,煮食面/粉,挂面,20230102,1,5.3,5.3
93,蔬果,加工豆类,豆腐,20230102,2,3,1.5
93,熟食,现制中式面点,现制蒸类,20230102,8,4,0.5
94,洗化,保养用品,护肤用品,20230102,1,40,40
94,洗化,保养用品,洁面乳,20230102,1,23.9,23.9
94,休闲,即食熟制品,其他即食熟制品,20230102,1,17.9,17.9
94,酒饮,果汁饮料,其他果汁饮料,20230102,1,4.5,4.5
94,冲调,冲饮品,奶茶饮品,20230102,1,3,3
94,日配,冷藏乳品,冷藏果粒酸乳,20230102,1,6.9,6.9
94,酒饮,乳饮料,加味酸乳饮,20230102,1,4.3,4.3
94,休闲,蜜饯,山楂,20230102,1,4.9,4.9
94,休闲,饼干,酥性,20230102,1,3.7,3.7
94,酒饮,香烟,国产省内香烟,20230102,1,32,32
95,粮油,液体调料,料酒,20230102,1,6.7,6.7
95,粮油,液体调料,生抽酱油,20230102,1,6.9,6.9
102,蔬果,蔬菜,花果,20230102,0.28,2.184,7.8
102,蔬果,蔬菜,根茎,20230102,0.152,0.5776,3.8
105,粮油,袋装速食面,牛肉口味,20230102,1,3,3
105,水产,干货水产,干货虾蟹贝类,20230102,0.168,5.04,30
105,粮油,煮食面/粉,挂面,20230102,1,8.5,8.5
105,蔬果,蔬菜,叶菜,20230102,1.082,2.76992,2.56
105,蔬果,水果,蕉类,20230102,0.892,8.90216,9.98
105,蔬果,水果,梨类,20230102,1.27,15.2146,11.98
105,粮油,袋装速食面,牛肉口味,20230102,1,3,3
106,冲调,奶粉,婴儿辅助食品,20230102,1,4.9,4.9
106,洗化,洗浴用品,沐浴露,20230102,1,19.9,19.9
106,粮油,桶杯装速食面,牛肉口味,20230102,1,5.5,5.5
106,日配,冷藏乳品,冷藏原味鲜乳,20230102,1,15.9,15.9
106,冲调,滋补营养品,补钙/铁/锌,20230102,1,81.9,81.9
106,休闲,蜜饯,梅,20230102,1,4.2,4.2
106,休闲,即食熟制品,猪肉干,20230102,1,8.9,8.9
107,粮油,南北干货,干果,20230102,1,22.3,22.3
107,冲调,冲饮品,奶茶饮品,20230102,1,4.9,4.9
107,洗化,口腔卫生用品,成人牙刷,20230102,1,8.9,8.9
107,洗化,洗护发用品,润发护发,20230102,1,42.9,42.9
107,日配,常温肉制品,猪肉火腿肠,20230102,1,16.3,16.3
107,粮油,桶杯装速食面,牛肉口味,20230102,1,3.9,3.9
108,蔬果,蔬菜,根茎,20230102,1.472,5.82912,3.96
108,蔬果,蔬菜,根茎,20230102,-0.001,-0.00396,3.96
108,蔬果,蔬菜,根茎,20230102,0.001,0.00396,3.96
108,蔬果,蔬菜,花果,20230102,0.51,4.896,9.6
108,蔬果,蔬菜,叶菜,20230102,0.296,1.64576,5.56
108,洗化,纸制品,软抽纸巾,20230102,1,9.9,9.9
113,酒饮,进口酒,预调酒,20230102,1,12.9,12.9
113,酒饮,啤酒,国产黄啤,20230102,1,9.8,9.8
113,酒饮,茶饮料,红茶,20230102,1,2.5,2.5
118,蔬果,水果,柑桔柚类,20230102,1.656,11.55888,6.98
119,粮油,调味料,香辛粉,20230102,1,7.3,7.3
119,粮油,液体调料,凉拌酱油,20230102,1,7.9,7.9
119,粮油,液体调料,料酒,20230102,1,5.9,5.9
121,粮油,南北干货,红枣,20230102,0.282,10.6596,37.8
121,粮油,袋装速食面,牛肉口味,20230102,1,2.5,2.5
126,粮油,五谷杂粮,饺子粉,20230102,1,19.9,19.9
12,肉禽,猪肉,猪骨,20230103,1.184,30.3104,25.6
12,粮油,南北干货,粉丝/条,20230103,0.544,3.6992,6.8
17,休闲,饼干,简装/压缩,20230103,0.178,3.5244,19.8
17,蔬果,蔬菜,根茎,20230103,1.327,3.39712,2.56
17,休闲,糕点,散称糕点,20230103,0.21,4.998,23.8
17,休闲,糕点,散称糕点,20230103,0.336,8.6688,25.8
17,休闲,巧克力,威化巧克力,20230103,1,8.5,8.5
17,休闲,饼干,简装/压缩,20230103,0.162,3.2076,19.8
17,粮油,煮食面/粉,鸡蛋挂面,20230103,1,5.9,5.9
24,蔬果,水果,蕉类,20230103,0.964,5.74544,5.96
61,休闲,糖果,其他糖果,20230103,0.084,5.964,71
61,日配,冷藏乳品,冷藏乳酸菌,20230103,1,5,5
61,蔬果,蔬菜,花果,20230103,0.576,3.3408,5.8
61,日配,冷藏乳品,冷藏果粒酸乳,20230103,1,8.9,8.9
87,粮油,液体调料,料酒,20230103,1,5.9,5.9
87,粮油,液体调料,香醋,20230103,1,6.7,6.7
87,粮油,五谷杂粮,散称白米,20230103,2.556,14.26248,5.58
87,粮油,煮食面/粉,挂面,20230103,1,2.9,2.9
87,粮油,调味料,香辛粉,20230103,1,3.7,3.7
127,洗化,卫生巾,日用卫生巾,20230103,1,7.9,7.9
127,洗化,卫生巾,夜用卫生巾,20230103,1,9.9,9.9
127,蔬果,蔬菜,叶菜,20230103,0.538,3.0128,5.6
127,蔬果,蔬菜,菌菇类,20230103,0.17,1.53,9
127,蔬果,蔬菜,鲜调味,20230103,0.296,1.05376,3.56
127,蔬果,蔬菜,叶菜,20230103,2,9.96,4.98
127,蔬果,蔬菜,花果,20230103,1.035,2.6703,2.58
127,洗化,卫生巾,日用卫生巾,20230103,1,9.5,9.5
127,洗化,卫生巾,卫生护垫,20230103,1,4.7,4.7
127,蔬果,蔬菜,菌菇类,20230103,1,5.5,5.5
127,酒饮,啤酒,国产黄啤,20230103,1,6,6
130,熟食,现制中式面点,现制烙类,20230103,2,2,1
130,蔬果,蔬菜,叶菜,20230103,2.962,7.58272,2.56
130,蔬果,蔬菜,花果,20230103,0.338,3.2448,9.6
130,粮油,盐/糖,功能盐,20230103,4,9.2,2.3
133,蔬果,蔬菜,花果,20230103,0.22,2.112,9.6
133,日配,蛋类,新鲜蛋品,20230103,0.804,5.45112,6.78
133,蔬果,蔬菜,叶菜,20230103,0.372,2.1576,5.8
133,蔬果,蔬菜,花果,20230103,0.668,1.72344,2.58
133,蔬果,蔬菜,叶菜,20230103,0.218,1.21208,5.56
134,酒饮,碳酸饮料,可乐型,20230103,1,2.8,2.8
134,休闲,糖果,其他糖果,20230103,1,4.5,4.5
134,休闲,膨化点心,其他膨化点心,20230103,1,2.7,2.7
134,休闲,饼干,趣味/休闲,20230103,1,4.5,4.5
134,休闲,膨化点心,袋装薯片,20230103,1,6,6
134,蔬果,水果,柑桔柚类,20230103,1.56,15.6,10
134,休闲,即食熟制品,牛肉干,20230103,1,10.9,10.9
134,洗化,卫生巾,日用卫生巾,20230103,1,14.7,14.7
134,休闲,膨化点心,其他膨化点心,20230103,1,2.9,2.9
134,蔬果,水果,苹果类,20230103,0.9,16.02,17.8
134,休闲,膨化点心,其他膨化点心,20230103,1,2.9,2.9
134,休闲,膨化点心,袋装薯片,20230103,1,3.3,3.3
139,休闲,膨化点心,袋装薯片,20230103,1,5.9,5.9
139,休闲,巧克力,夹心巧克力,20230103,1,5.3,5.3
139,蔬果,水果,柑桔柚类,20230103,1.074,7.49652,6.98
139,休闲,膨化点心,袋装薯片,20230103,1,5.9,5.9
139,休闲,膨化点心,袋装薯片,20230103,1,5.5,5.5
139,蔬果,水果,梨类,20230103,0.786,3.144,4
139,休闲,炒货,核桃/肉,20230103,0.48,19.104,39.8
139,蔬果,水果,柑桔柚类,20230103,0.94,14.0906,14.99
140,休闲,饼干,钙奶,20230103,1,3.9,3.9
140,粮油,调味料,香辛料,20230103,1,2.7,2.7
140,蔬果,蔬菜,花果,20230103,0.674,1.73892,2.58
140,熟食,现制中式面点,现制蒸类,20230103,0.41,2.46,6
140,休闲,饼干,钙奶,20230103,1,4.7,4.7
140,粮油,调味酱,甜面/豆瓣酱,20230103,1,3.7,3.7
140,蔬果,蔬菜,根茎,20230103,1.168,2.99008,2.56
140,蔬果,蔬菜,叶菜,20230103,0.196,1.176,6
140,蔬果,蔬菜,花果,20230103,0.104,0.8112,7.8
140,熟食,现制中式面点,现制烙类,20230103,2,2,1
